"","customer_id","customer_age","age_group","customer_gender","monetary_value","total_gross_profit","total_returns","frequency","recency_days","AOV","M_Score","F_Score","R_Score","RFM_Score","customer_tier"
"1707","C11726",31,"Middle-Aged","Male",87.06,3.28,0,2,205,43.53,1,1,1,3,"Bronze"
"1708","C11727",39,"Middle-Aged","Female",394.86,59.16,0,2,115,197.43,2,1,2,5,"Silver"
"1709","C11728",25,"Young Adults","Male",43.16,9.99,0,2,593,21.58,1,1,1,3,"Bronze"
"1710","C11729",47,"Older Adults","Female",126.44,27.5,0,1,470,126.44,1,1,1,3,"Bronze"
"1711","C11730",68,"Seniors","Male",3.5,-1.55,0,1,90,3.5,1,1,2,4,"Bronze"
"1712","C11731",28,"Middle-Aged","Male",109.38,26.19,0,2,368,54.69,1,1,1,3,"Bronze"
"1713","C11732",47,"Older Adults","Female",619.44,128.32,0,3,253,206.48,2,2,1,5,"Silver"
"1714","C11733",25,"Young Adults","Female",1840.23,266.8,0,7,7,262.89,3,3,3,9,"Gold"
"1715","C11734",27,"Middle-Aged","Female",531.99,159.49,0,4,224,132.9975,2,2,1,5,"Silver"
"1716","C11735",59,"Seniors","Female",138.97,13.37,0,3,252,46.3233333333333,1,2,1,4,"Bronze"
"1717","C11736",47,"Older Adults","Female",498.7,151.29,0,4,272,124.675,2,2,1,5,"Silver"
"1718","C11737",45,"Older Adults","Female",167.23,38.98,0,3,51,55.7433333333333,1,2,3,6,"Silver"
"1719","C11738",54,"Older Adults","Male",258.86,25.81,0,2,143,129.43,1,1,2,4,"Bronze"
"1720","C11739",19,"Young Adults","Male",1257.79,130.72,0,3,193,419.263333333333,3,2,1,6,"Silver"
"1721","C11740",63,"Seniors","Female",113.07,7.96,0,1,700,113.07,1,1,1,3,"Bronze"
"1722","C11741",56,"Seniors","Male",67.58,17.32,0,3,174,22.5266666666667,1,2,2,5,"Silver"
"1723","C11742",64,"Seniors","Female",254.83,51.21,0,4,7,63.7075,1,2,3,6,"Silver"
"1724","C11743",47,"Older Adults","Male",43.43,8.76,0,2,567,21.715,1,1,1,3,"Bronze"
"1725","C11744",44,"Older Adults","Female",312.71,67.54,0,5,50,62.542,2,3,3,8,"Gold"
"1726","C11745",47,"Older Adults","Female",645.74,132.78,0,4,228,161.435,2,2,1,5,"Silver"
"1727","C11746",21,"Young Adults","Male",174.98,43.7,1,6,232,29.1633333333333,1,3,1,5,"Silver"
"1728","C11748",42,"Older Adults","Male",1351.62,169.4,1,5,34,270.324,3,3,3,9,"Gold"
"1729","C11749",69,"Seniors","Male",2223.76,492.23,0,9,55,247.084444444444,3,3,3,9,"Gold"
"1730","C11750",52,"Older Adults","Female",192.46,38.74,2,4,86,48.115,1,2,2,5,"Silver"
"1731","C11751",49,"Older Adults","Male",148.6,15.22,0,6,156,24.7666666666667,1,3,2,6,"Silver"
"1732","C11752",53,"Older Adults","Male",119.41,28.98,1,2,253,59.705,1,1,1,3,"Bronze"
"1733","C11753",24,"Young Adults","Female",3301.54,426.68,0,9,28,366.837777777778,3,3,3,9,"Gold"
"1734","C11754",56,"Seniors","Male",561.86,51.96,0,3,145,187.286666666667,2,2,2,6,"Silver"
"1735","C11755",40,"Middle-Aged","Male",555.76,122.91,0,6,368,92.6266666666667,2,3,1,6,"Silver"
"1736","C11756",66,"Seniors","Female",1197.78,130.75,0,4,195,299.445,3,2,1,6,"Silver"
"1737","C11757",41,"Older Adults","Female",857.12,118.5,1,7,117,122.445714285714,3,3,2,8,"Gold"
"1738","C11758",69,"Seniors","Male",274.82,65.1,0,4,145,68.705,1,2,2,5,"Silver"
"1739","C11759",56,"Seniors","Male",896.47,190.92,0,6,41,149.411666666667,3,3,3,9,"Gold"
"1740","C11760",30,"Middle-Aged","Male",74.27,-0.83,0,4,35,18.5675,1,2,3,6,"Silver"
"1741","C11761",35,"Middle-Aged","Female",412.66,47.18,2,4,64,103.165,2,2,3,7,"Silver"
"1742","C11762",54,"Older Adults","Female",219.8,57.16,0,4,29,54.95,1,2,3,6,"Silver"
"1743","C11763",34,"Middle-Aged","Male",738.47,213.96,0,5,78,147.694,2,3,2,7,"Silver"
"1744","C11764",52,"Older Adults","Female",661.78,163.23,0,5,94,132.356,2,3,2,7,"Silver"
"1745","C11765",57,"Seniors","Female",89.62,22.3,0,2,534,44.81,1,1,1,3,"Bronze"
"1746","C11766",36,"Middle-Aged","Male",223.75,21.58,0,4,219,55.9375,1,2,1,4,"Bronze"
"1747","C11767",54,"Older Adults","Female",1897.33,210.15,1,6,56,316.221666666667,3,3,3,9,"Gold"
"1748","C11768",58,"Seniors","Male",36.03,9.36,0,1,162,36.03,1,1,2,4,"Bronze"
"1749","C11769",61,"Seniors","Female",24.38,-4.02,1,2,589,12.19,1,1,1,3,"Bronze"
"1750","C11770",29,"Middle-Aged","Other",192.66,43.67,0,3,6,64.22,1,2,3,6,"Silver"
"1751","C11771",32,"Middle-Aged","Female",196.84,39.35,0,5,56,39.368,1,3,3,7,"Silver"
"1752","C11772",24,"Young Adults","Male",619.18,121.97,0,7,78,88.4542857142857,2,3,2,7,"Silver"
"1753","C11773",34,"Middle-Aged","Female",645.33,104.73,0,7,251,92.19,2,3,1,6,"Silver"
"1754","C11774",60,"Seniors","Male",4260.73,490.97,1,5,111,852.146,3,3,2,8,"Gold"
"1755","C11775",39,"Middle-Aged","Other",1208.78,170.08,1,6,73,201.463333333333,3,3,2,8,"Gold"
"1756","C11776",38,"Middle-Aged","Male",874.11,139.17,0,6,82,145.685,3,3,2,8,"Gold"
"1757","C11777",19,"Young Adults","Female",205.76,50.76,0,5,205,41.152,1,3,1,5,"Silver"
"1758","C11778",56,"Seniors","Male",262.5,58.49,1,4,49,65.625,1,2,3,6,"Silver"
"1759","C11779",50,"Older Adults","Male",844.82,118.62,2,5,8,168.964,3,3,3,9,"Gold"
"1760","C11780",69,"Seniors","Male",801.14,122.4,0,5,83,160.228,3,3,2,8,"Gold"
"1761","C11781",18,"Young Adults","Female",5635.55,748.92,1,7,20,805.078571428571,3,3,3,9,"Gold"
"1762","C11782",41,"Older Adults","Female",670.68,147.87,1,5,47,134.136,2,3,3,8,"Gold"
"1763","C11783",62,"Seniors","Female",81.45,3.44,0,2,202,40.725,1,1,1,3,"Bronze"
"1764","C11784",45,"Older Adults","Male",102.25,24.99,0,2,602,51.125,1,1,1,3,"Bronze"
"1765","C11785",40,"Middle-Aged","Female",1115.44,187.59,0,5,222,223.088,3,3,1,7,"Silver"
"1766","C11786",68,"Seniors","Male",62.54,3.38,0,3,119,20.8466666666667,1,2,2,5,"Silver"
"1767","C11787",32,"Middle-Aged","Female",635.63,140.46,0,8,15,79.45375,2,3,3,8,"Gold"
"1768","C11788",42,"Older Adults","Male",112.83,24.82,0,3,423,37.61,1,2,1,4,"Bronze"
"1769","C11789",44,"Older Adults","Female",536.18,64.82,0,5,13,107.236,2,3,3,8,"Gold"
"1770","C11790",26,"Middle-Aged","Male",185.15,39.46,1,4,44,46.2875,1,2,3,6,"Silver"
"1771","C11791",29,"Middle-Aged","Female",134.22,25.66,1,3,276,44.74,1,2,1,4,"Bronze"
"1772","C11792",41,"Older Adults","Male",512.68,89.97,0,6,170,85.4466666666667,2,3,2,7,"Silver"
"1773","C11793",61,"Seniors","Female",477.95,52.81,0,4,2,119.4875,2,2,3,7,"Silver"
"1774","C11794",48,"Older Adults","Female",531.14,148.68,0,4,184,132.785,2,2,1,5,"Silver"
"1775","C11795",52,"Older Adults","Other",88.79,18.42,0,2,208,44.395,1,1,1,3,"Bronze"
"1776","C11796",22,"Young Adults","Male",318.86,77.04,0,4,27,79.715,2,2,3,7,"Silver"
"1777","C11797",24,"Young Adults","Female",1340.73,360.19,0,6,49,223.455,3,3,3,9,"Gold"
"1778","C11798",43,"Older Adults","Female",573.31,68.62,0,5,5,114.662,2,3,3,8,"Gold"
"1779","C11799",58,"Seniors","Other",440.52,53.52,0,5,75,88.104,2,3,2,7,"Silver"
"1780","C11800",55,"Older Adults","Female",569.78,66.21,0,2,372,284.89,2,1,1,4,"Bronze"
"1781","C11801",37,"Middle-Aged","Male",277.69,36.92,0,4,72,69.4225,1,2,2,5,"Silver"
"1782","C11802",40,"Middle-Aged","Male",835.51,211.75,1,3,10,278.503333333333,3,2,3,8,"Gold"
"1783","C11803",37,"Middle-Aged","Other",569.15,132.73,0,4,338,142.2875,2,2,1,5,"Silver"
"1784","C11804",24,"Young Adults","Male",2101.9,570.84,0,4,240,525.475,3,2,1,6,"Silver"
"1785","C11806",58,"Seniors","Male",3502.59,438.82,0,6,132,583.765,3,3,2,8,"Gold"
"1786","C11807",21,"Young Adults","Male",1236.69,130.25,1,2,233,618.345,3,1,1,5,"Silver"
"1787","C11808",21,"Young Adults","Female",176.94,15.35,0,3,201,58.98,1,2,1,4,"Bronze"
"1788","C11809",27,"Middle-Aged","Female",1870.23,281.02,1,5,212,374.046,3,3,1,7,"Silver"
"1789","C11810",53,"Older Adults","Male",565.78,67.37,1,7,320,80.8257142857143,2,3,1,6,"Silver"
"1790","C11811",51,"Older Adults","Female",2544.71,650.95,0,5,46,508.942,3,3,3,9,"Gold"
"1791","C11812",25,"Young Adults","Female",877.23,225.54,0,4,55,219.3075,3,2,3,8,"Gold"
"1792","C11813",20,"Young Adults","Female",658.32,111.71,0,4,23,164.58,2,2,3,7,"Silver"
"1793","C11814",50,"Older Adults","Female",3025.05,572.12,0,6,367,504.175,3,3,1,7,"Silver"
"1794","C11815",58,"Seniors","Other",7.46,-2.5,0,1,472,7.46,1,1,1,3,"Bronze"
"1795","C11816",66,"Seniors","Female",206.99,41.44,0,3,334,68.9966666666667,1,2,1,4,"Bronze"
"1796","C11817",67,"Seniors","Female",365.21,127.23,0,5,145,73.042,2,3,2,7,"Silver"
"1797","C11818",42,"Older Adults","Female",615.27,85.89,1,2,79,307.635,2,1,2,5,"Silver"
"1798","C11819",23,"Young Adults","Female",120.42,27.23,0,4,5,30.105,1,2,3,6,"Silver"
"1799","C11820",29,"Middle-Aged","Male",280.14,69.09,0,3,140,93.38,1,2,2,5,"Silver"
"1800","C11821",41,"Older Adults","Male",225.08,56.48,1,3,70,75.0266666666667,1,2,2,5,"Silver"
"1801","C11822",48,"Older Adults","Female",3210.12,354.97,0,3,180,1070.04,3,2,1,6,"Silver"
"1802","C11823",25,"Young Adults","Female",1125.65,270.79,1,9,61,125.072222222222,3,3,3,9,"Gold"
"1803","C11824",40,"Middle-Aged","Male",1130.07,242.96,0,5,31,226.014,3,3,3,9,"Gold"
"1804","C11825",44,"Older Adults","Male",584.26,103.32,1,6,21,97.3766666666667,2,3,3,8,"Gold"
"1805","C11826",58,"Seniors","Female",1125.52,113.35,0,2,62,562.76,3,1,3,7,"Silver"
"1806","C11827",59,"Seniors","Female",176.13,43.06,0,4,40,44.0325,1,2,3,6,"Silver"
"1807","C11828",47,"Older Adults","Male",1584.18,247.1,0,7,54,226.311428571429,3,3,3,9,"Gold"
"1808","C11829",67,"Seniors","Female",343.81,31.78,0,3,299,114.603333333333,2,2,1,5,"Silver"
"1809","C11830",24,"Young Adults","Male",966.2,279.57,1,5,169,193.24,3,3,2,8,"Gold"
"1810","C11831",34,"Middle-Aged","Male",125.47,27.46,0,3,71,41.8233333333333,1,2,2,5,"Silver"
"1811","C11832",41,"Older Adults","Male",1876.24,245.6,0,4,226,469.06,3,2,1,6,"Silver"
"1812","C11833",46,"Older Adults","Female",669.39,71.24,0,5,127,133.878,2,3,2,7,"Silver"
"1813","C11834",60,"Seniors","Female",2345.81,264.97,0,3,37,781.936666666667,3,2,3,8,"Gold"
"1814","C11835",25,"Young Adults","Male",1537.1,229.16,0,4,237,384.275,3,2,1,6,"Silver"
"1815","C11836",47,"Older Adults","Female",2840.22,368.69,0,6,213,473.37,3,3,1,7,"Silver"
"1816","C11837",62,"Seniors","Female",648.32,51.95,0,3,46,216.106666666667,2,2,3,7,"Silver"
"1817","C11838",40,"Middle-Aged","Female",503.57,47.34,0,3,25,167.856666666667,2,2,3,7,"Silver"
"1818","C11839",33,"Middle-Aged","Male",399.89,98.21,0,6,292,66.6483333333333,2,3,1,6,"Silver"
"1819","C11840",18,"Young Adults","Female",557.82,97.78,0,6,112,92.97,2,3,2,7,"Silver"
"1820","C11841",59,"Seniors","Female",545.05,99.9,1,8,196,68.13125,2,3,1,6,"Silver"
"1821","C11842",30,"Middle-Aged","Male",881.78,135.88,0,7,71,125.968571428571,3,3,2,8,"Gold"
"1822","C11843",58,"Seniors","Male",236.76,45.58,0,3,197,78.92,1,2,1,4,"Bronze"
"1823","C11844",33,"Middle-Aged","Male",675.54,181.24,0,4,16,168.885,2,2,3,7,"Silver"
"1824","C11845",34,"Middle-Aged","Female",1421.48,186.58,1,7,6,203.068571428571,3,3,3,9,"Gold"
"1825","C11846",26,"Middle-Aged","Male",252.38,57.13,0,5,57,50.476,1,3,3,7,"Silver"
"1826","C11847",42,"Older Adults","Female",2898.22,362.6,0,4,179,724.555,3,2,2,7,"Silver"
"1827","C11848",68,"Seniors","Male",463.76,87.73,0,8,79,57.97,2,3,2,7,"Silver"
"1828","C11849",31,"Middle-Aged","Female",911.11,157.43,0,6,34,151.851666666667,3,3,3,9,"Gold"
"1829","C11850",23,"Young Adults","Female",268.98,69.47,0,2,261,134.49,1,1,1,3,"Bronze"
"1830","C11851",66,"Seniors","Female",119.8,17.37,0,3,65,39.9333333333333,1,2,3,6,"Silver"
"1831","C11852",61,"Seniors","Female",415.1,68.63,0,3,315,138.366666666667,2,2,1,5,"Silver"
"1832","C11853",53,"Older Adults","Male",314.93,72.57,0,4,136,78.7325,2,2,2,6,"Silver"
"1833","C11854",46,"Older Adults","Female",3211.89,419.73,0,7,6,458.841428571429,3,3,3,9,"Gold"
"1834","C11855",39,"Middle-Aged","Male",850.18,238.2,0,8,97,106.2725,3,3,2,8,"Gold"
"1835","C11856",61,"Seniors","Male",408.96,61.87,1,5,7,81.792,2,3,3,8,"Gold"
"1836","C11857",67,"Seniors","Male",214.6,34.68,1,7,91,30.6571428571429,1,3,2,6,"Silver"
"1837","C11858",65,"Seniors","Male",664.46,112.38,0,5,112,132.892,2,3,2,7,"Silver"
"1838","C11859",56,"Seniors","Female",467.66,108.14,0,5,33,93.532,2,3,3,8,"Gold"
"1839","C11860",22,"Young Adults","Female",321.3,73.66,1,6,89,53.55,2,3,2,7,"Silver"
"1840","C11861",23,"Young Adults","Female",2171.38,512.68,0,6,51,361.896666666667,3,3,3,9,"Gold"
"1841","C11862",53,"Older Adults","Male",47.7,-0.36,0,1,248,47.7,1,1,1,3,"Bronze"
"1842","C11863",37,"Middle-Aged","Male",441.56,99.05,0,6,16,73.5933333333333,2,3,3,8,"Gold"
"1843","C11864",63,"Seniors","Female",197.84,13.06,0,3,96,65.9466666666667,1,2,2,5,"Silver"
"1844","C11865",18,"Young Adults","Female",1788.91,421.73,0,8,5,223.61375,3,3,3,9,"Gold"
"1845","C11866",40,"Middle-Aged","Female",176.19,4.44,0,5,40,35.238,1,3,3,7,"Silver"
"1846","C11867",29,"Middle-Aged","Male",1727.95,184.02,0,3,80,575.983333333333,3,2,2,7,"Silver"
"1847","C11868",19,"Young Adults","Female",697.95,79.5,0,6,117,116.325,2,3,2,7,"Silver"
"1848","C11869",55,"Older Adults","Male",384.95,79.43,0,5,31,76.99,2,3,3,8,"Gold"
"1849","C11870",66,"Seniors","Female",269.25,63.52,0,3,361,89.75,1,2,1,4,"Bronze"
"1850","C11871",41,"Older Adults","Female",229.25,32.77,0,3,79,76.4166666666667,1,2,2,5,"Silver"
"1851","C11872",23,"Young Adults","Male",1276.8,178.89,0,6,77,212.8,3,3,2,8,"Gold"
"1852","C11873",35,"Middle-Aged","Male",575.98,152.54,0,4,192,143.995,2,2,1,5,"Silver"
"1853","C11874",28,"Middle-Aged","Other",2103.31,240.9,0,3,212,701.103333333333,3,2,1,6,"Silver"
"1854","C11875",31,"Middle-Aged","Female",483.43,46.16,1,7,55,69.0614285714286,2,3,3,8,"Gold"
"1855","C11876",52,"Older Adults","Female",798.87,217.58,1,8,7,99.85875,3,3,3,9,"Gold"
"1856","C11877",66,"Seniors","Male",2192.74,434.3,0,5,70,438.548,3,3,2,8,"Gold"
"1857","C11878",64,"Seniors","Male",1310.35,178.09,0,5,246,262.07,3,3,1,7,"Silver"
"1858","C11879",52,"Older Adults","Female",792.85,133.92,0,4,381,198.2125,3,2,1,6,"Silver"
"1859","C11880",35,"Middle-Aged","Male",207.57,29.21,0,3,3,69.19,1,2,3,6,"Silver"
"1860","C11881",29,"Middle-Aged","Female",992.38,115.88,0,7,21,141.768571428571,3,3,3,9,"Gold"
"1861","C11882",40,"Middle-Aged","Other",441.55,55.5,0,2,12,220.775,2,1,3,6,"Silver"
"1862","C11883",46,"Older Adults","Female",148.58,21.85,0,2,77,74.29,1,1,2,4,"Bronze"
"1863","C11884",63,"Seniors","Female",1599.05,192.75,0,9,2,177.672222222222,3,3,3,9,"Gold"
"1864","C11885",61,"Seniors","Male",1433.8,414.21,0,6,230,238.966666666667,3,3,1,7,"Silver"
"1865","C11886",60,"Seniors","Female",346.17,43.09,0,4,249,86.5425,2,2,1,5,"Silver"
"1866","C11887",52,"Older Adults","Female",393.15,104.07,0,6,150,65.525,2,3,2,7,"Silver"
"1867","C11888",60,"Seniors","Male",103.65,26.8,1,3,201,34.55,1,2,1,4,"Bronze"
"1868","C11889",55,"Older Adults","Female",81.13,11.68,0,2,273,40.565,1,1,1,3,"Bronze"
"1869","C11890",56,"Seniors","Female",3283.75,904.39,0,4,437,820.9375,3,2,1,6,"Silver"
"1870","C11891",39,"Middle-Aged","Male",568.78,61.43,0,3,161,189.593333333333,2,2,2,6,"Silver"
"1871","C11892",45,"Older Adults","Male",2195.21,274.85,0,6,119,365.868333333333,3,3,2,8,"Gold"
"1872","C11893",18,"Young Adults","Male",3145.26,411.75,0,8,45,393.1575,3,3,3,9,"Gold"
"1873","C11894",41,"Older Adults","Female",1902.37,323.52,1,6,138,317.061666666667,3,3,2,8,"Gold"
"1874","C11895",55,"Older Adults","Other",160.33,31.04,1,4,285,40.0825,1,2,1,4,"Bronze"
"1875","C11896",18,"Young Adults","Male",1060.41,154.12,0,9,56,117.823333333333,3,3,3,9,"Gold"
"1876","C11897",37,"Middle-Aged","Male",2751.12,360.86,0,5,11,550.224,3,3,3,9,"Gold"
"1877","C11898",39,"Middle-Aged","Female",26.49,-1.98,0,1,500,26.49,1,1,1,3,"Bronze"
"1878","C11899",40,"Middle-Aged","Female",1835.7,209.82,0,3,447,611.9,3,2,1,6,"Silver"
"1879","C11900",50,"Older Adults","Male",94.95,14.34,0,4,216,23.7375,1,2,1,4,"Bronze"
"1880","C11901",33,"Middle-Aged","Female",27.92,-6.86,0,2,162,13.96,1,1,2,4,"Bronze"
"1881","C11902",64,"Seniors","Male",751.98,160.83,0,4,11,187.995,2,2,3,7,"Silver"
"1882","C11903",68,"Seniors","Male",2987.13,338.31,0,6,44,497.855,3,3,3,9,"Gold"
"1883","C11904",22,"Young Adults","Female",363.03,101.85,0,5,224,72.606,2,3,1,6,"Silver"
"1884","C11905",44,"Older Adults","Male",606.14,149.14,0,3,2,202.046666666667,2,2,3,7,"Silver"
"1885","C11906",35,"Middle-Aged","Female",369.04,90.1,1,6,232,61.5066666666667,2,3,1,6,"Silver"
"1886","C11907",58,"Seniors","Female",1127.55,212.96,0,7,31,161.078571428571,3,3,3,9,"Gold"
"1887","C11908",37,"Middle-Aged","Male",652.08,121.47,0,6,223,108.68,2,3,1,6,"Silver"
"1888","C11909",56,"Seniors","Male",370.59,41.61,0,6,1,61.765,2,3,3,8,"Gold"
"1889","C11910",48,"Older Adults","Male",1566.46,172.04,0,7,8,223.78,3,3,3,9,"Gold"
"1890","C11911",45,"Older Adults","Female",61.02,1.82,0,1,15,61.02,1,1,3,5,"Silver"
"1891","C11912",40,"Middle-Aged","Female",1245.46,184.94,0,4,131,311.365,3,2,2,7,"Silver"
"1892","C11913",58,"Seniors","Male",769.05,190.39,0,5,60,153.81,3,3,3,9,"Gold"
"1893","C11914",52,"Older Adults","Female",2088.46,537.91,0,7,124,298.351428571429,3,3,2,8,"Gold"
"1894","C11915",19,"Young Adults","Male",105.84,22.11,0,3,33,35.28,1,2,3,6,"Silver"
"1895","C11916",58,"Seniors","Male",2590.98,276.21,2,5,157,518.196,3,3,2,8,"Gold"
"1896","C11917",56,"Seniors","Male",757.18,142.32,1,6,120,126.196666666667,2,3,2,7,"Silver"
"1897","C11918",54,"Older Adults","Male",1462.06,223.27,1,6,24,243.676666666667,3,3,3,9,"Gold"
"1898","C11919",20,"Young Adults","Female",982.54,98.19,0,4,15,245.635,3,2,3,8,"Gold"
"1899","C11920",40,"Middle-Aged","Female",237.16,31.25,0,4,9,59.29,1,2,3,6,"Silver"
"1900","C11921",56,"Seniors","Other",16.6,1.63,1,1,33,16.6,1,1,3,5,"Silver"
"1901","C11922",52,"Older Adults","Male",137.92,8.02,0,4,166,34.48,1,2,2,5,"Silver"
"1902","C11923",59,"Seniors","Female",182.54,7.49,1,2,162,91.27,1,1,2,4,"Bronze"
"1903","C11924",61,"Seniors","Male",359.75,54.09,1,3,81,119.916666666667,2,2,2,6,"Silver"
"1904","C11925",65,"Seniors","Male",2548.65,392.15,1,7,16,364.092857142857,3,3,3,9,"Gold"
"1905","C11926",61,"Seniors","Female",342.35,79.26,0,4,296,85.5875,2,2,1,5,"Silver"
"1906","C11927",43,"Older Adults","Female",791.97,149.14,0,4,74,197.9925,3,2,2,7,"Silver"
"1907","C11928",30,"Middle-Aged","Male",1486.87,174.99,0,6,147,247.811666666667,3,3,2,8,"Gold"
"1908","C11929",46,"Older Adults","Male",695.95,88.72,1,7,24,99.4214285714286,2,3,3,8,"Gold"
"1909","C11930",60,"Seniors","Male",190.11,61.22,0,2,18,95.055,1,1,3,5,"Silver"
"1910","C11931",25,"Young Adults","Female",1063.49,122.59,0,5,46,212.698,3,3,3,9,"Gold"
"1911","C11932",26,"Middle-Aged","Female",264.52,33.63,0,6,223,44.0866666666667,1,3,1,5,"Silver"
"1912","C11933",29,"Middle-Aged","Male",410.67,114.27,0,4,12,102.6675,2,2,3,7,"Silver"
"1913","C11934",26,"Middle-Aged","Male",173.53,40.15,1,3,173,57.8433333333333,1,2,2,5,"Silver"
"1914","C11935",67,"Seniors","Male",460.7,122.69,0,3,127,153.566666666667,2,2,2,6,"Silver"
"1915","C11936",69,"Seniors","Female",436.47,41.5,0,5,361,87.294,2,3,1,6,"Silver"
"1916","C11937",31,"Middle-Aged","Female",440.29,78.72,0,3,106,146.763333333333,2,2,2,6,"Silver"
"1917","C11938",52,"Older Adults","Male",938.62,176.07,0,5,50,187.724,3,3,3,9,"Gold"
"1918","C11939",36,"Middle-Aged","Female",466.93,77.7,0,7,20,66.7042857142857,2,3,3,8,"Gold"
"1919","C11940",37,"Middle-Aged","Female",187.41,14.33,0,2,175,93.705,1,1,2,4,"Bronze"
"1920","C11941",26,"Middle-Aged","Male",75.65,10.22,1,3,99,25.2166666666667,1,2,2,5,"Silver"
"1921","C11942",51,"Older Adults","Male",291.97,58.44,0,5,138,58.394,1,3,2,6,"Silver"
"1922","C11943",36,"Middle-Aged","Female",1911.33,229.47,0,6,49,318.555,3,3,3,9,"Gold"
"1923","C11944",51,"Older Adults","Female",252.07,67.54,0,4,175,63.0175,1,2,2,5,"Silver"
"1924","C11945",60,"Seniors","Male",97.9,20.1,0,3,229,32.6333333333333,1,2,1,4,"Bronze"
"1925","C11946",61,"Seniors","Female",932.48,164.51,0,7,98,133.211428571429,3,3,2,8,"Gold"
"1926","C11947",45,"Older Adults","Female",434.65,109.92,1,5,63,86.93,2,3,3,8,"Gold"
"1927","C11948",29,"Middle-Aged","Female",128.94,19.18,0,5,18,25.788,1,3,3,7,"Silver"
"1928","C11949",64,"Seniors","Female",205.15,24.75,0,4,328,51.2875,1,2,1,4,"Bronze"
"1929","C11950",50,"Older Adults","Female",735.76,81.73,0,4,75,183.94,2,2,2,6,"Silver"
"1930","C11951",41,"Older Adults","Female",423.8,132.54,0,3,23,141.266666666667,2,2,3,7,"Silver"
"1931","C11952",54,"Older Adults","Male",5248.67,612.61,0,3,142,1749.55666666667,3,2,2,7,"Silver"
"1932","C11953",54,"Older Adults","Female",296.29,17.89,0,4,62,74.0725,2,2,3,7,"Silver"
"1933","C11954",19,"Young Adults","Male",188.66,15.65,0,1,565,188.66,1,1,1,3,"Bronze"
"1934","C11955",62,"Seniors","Female",151.01,19.98,0,6,23,25.1683333333333,1,3,3,7,"Silver"
"1935","C11956",63,"Seniors","Female",204.12,39.2,0,6,20,34.02,1,3,3,7,"Silver"
"1936","C11957",31,"Middle-Aged","Male",1097.19,141.48,0,3,455,365.73,3,2,1,6,"Silver"
"1937","C11958",60,"Seniors","Female",1295.25,192.92,0,5,48,259.05,3,3,3,9,"Gold"
"1938","C11959",40,"Middle-Aged","Male",422.82,37.09,0,4,238,105.705,2,2,1,5,"Silver"
"1939","C11960",25,"Young Adults","Male",783.79,99.22,0,6,71,130.631666666667,3,3,2,8,"Gold"
"1940","C11961",57,"Seniors","Male",35.99,5.05,0,2,80,17.995,1,1,2,4,"Bronze"
"1941","C11963",51,"Older Adults","Male",1002.59,258.89,0,6,18,167.098333333333,3,3,3,9,"Gold"
"1942","C11964",55,"Older Adults","Male",452.55,117.6,0,2,10,226.275,2,1,3,6,"Silver"
"1943","C11965",35,"Middle-Aged","Male",365.94,39.48,0,2,163,182.97,2,1,2,5,"Silver"
"1944","C11966",45,"Older Adults","Other",102.99,2.9,0,3,111,34.33,1,2,2,5,"Silver"
"1945","C11967",40,"Middle-Aged","Female",499.72,68.88,0,6,17,83.2866666666667,2,3,3,8,"Gold"
"1946","C11968",63,"Seniors","Female",44.74,9.82,0,3,327,14.9133333333333,1,2,1,4,"Bronze"
"1947","C11969",18,"Young Adults","Other",2938.01,794.62,0,6,329,489.668333333333,3,3,1,7,"Silver"
"1948","C11970",40,"Middle-Aged","Female",586.48,79.27,0,6,55,97.7466666666667,2,3,3,8,"Gold"
"1949","C11971",68,"Seniors","Male",195.8,50.37,0,4,81,48.95,1,2,2,5,"Silver"
"1950","C11972",42,"Older Adults","Female",1403.62,153.63,0,5,16,280.724,3,3,3,9,"Gold"
"1951","C11973",23,"Young Adults","Female",1282.27,273.63,0,7,127,183.181428571429,3,3,2,8,"Gold"
"1952","C11974",47,"Older Adults","Male",105.94,24.97,0,1,283,105.94,1,1,1,3,"Bronze"
"1953","C11975",57,"Seniors","Female",796.97,204.59,0,5,218,159.394,3,3,1,7,"Silver"
"1954","C11976",60,"Seniors","Male",452.62,95.92,2,6,158,75.4366666666667,2,3,2,7,"Silver"
"1955","C11977",28,"Middle-Aged","Female",833,246.09,1,8,25,104.125,3,3,3,9,"Gold"
"1956","C11978",63,"Seniors","Male",46.32,6.8,0,2,192,23.16,1,1,1,3,"Bronze"
"1957","C11979",42,"Older Adults","Female",624.3,165.09,1,5,55,124.86,2,3,3,8,"Gold"
"1958","C11980",20,"Young Adults","Male",1692.72,213.46,0,3,68,564.24,3,2,2,7,"Silver"
"1959","C11981",19,"Young Adults","Male",102.08,22.79,0,2,295,51.04,1,1,1,3,"Bronze"
"1960","C11982",54,"Older Adults","Male",968.57,129.1,1,9,13,107.618888888889,3,3,3,9,"Gold"
"1961","C11983",20,"Young Adults","Female",43.78,10.08,0,1,47,43.78,1,1,3,5,"Silver"
"1962","C11984",23,"Young Adults","Female",857.47,216.37,0,4,62,214.3675,3,2,3,8,"Gold"
"1963","C11985",30,"Middle-Aged","Female",672.5,125.18,1,5,23,134.5,2,3,3,8,"Gold"
"1964","C11986",35,"Middle-Aged","Male",1149.27,252.23,1,11,164,104.479090909091,3,3,2,8,"Gold"
