"total_amount","price","quantity","discount","categoryElectronics","categoryFashion","categoryGrocery","categoryHome","categorySports","categoryToys",".fitted",".resid"
48.77,51.34,1,0.05,0,1,0,0,0,0,17.9331794065582,30.8368205934418
173.64,173.64,1,0,1,0,0,0,0,0,189.20640855978,-15.5664085597803
27.26,13.63,2,0,0,0,1,0,0,0,85.9496838324998,-58.6896838324998
9.98,11.09,1,0.1,0,1,0,0,0,0,-50.9653035742735,60.9453035742735
376.67,376.67,1,0,1,0,0,0,0,0,490.883451793181,-114.213451793181
233.25,233.25,1,0,0,0,0,0,1,0,289.683637930344,-56.4336379303442
109.23,36.41,3,0,0,1,0,0,0,0,234.754674372486,-125.524674372486
180.39,200.43,1,0.1,0,0,0,1,0,0,223.088366019715,-42.6983660197148
378.12,378.12,1,0,1,0,0,0,0,0,493.037969414658,-114.917969414658
1.04,1.04,1,0,0,0,1,0,0,0,-47.7142483882809,48.7542483882809
25.77,27.13,1,0.05,0,0,0,1,0,0,-25.3215910452237,51.0915910452237
41.26,20.63,2,0,0,0,1,0,0,0,96.3508033844567,-55.0908033844567
15.44,15.44,1,0,0,0,0,1,0,0,-33.5994151399121,49.0394151399121
150.91,158.85,1,0.05,0,1,0,0,0,0,177.679516982399,-26.7695169823987
30.56,30.56,1,0,0,0,1,0,0,0,-3.85124136345704,34.411241363457
27.13,27.13,1,0,0,1,0,0,0,0,-8.94778994391591,36.0777899439159
58.93,58.93,1,0,0,0,0,1,0,0,31.0212547621743,27.9087452378257
322.63,358.48,1,0.1,1,0,0,0,0,0,445.671308586151,-123.041308586151
13.46,13.46,1,0,0,0,1,0,0,0,-29.259690554666,42.719690554666
112.43,80.31,2,0.3,1,0,0,0,0,0,110.934269874759,1.49573012524129
6.77,6.77,1,0,0,0,0,0,0,1,-39.2001890978933,45.9701890978933
47.24,27.79,2,0.15,0,0,0,0,0,0,79.713526140648,-32.473526140648
545.6,574.32,1,0.05,1,0,0,0,0,0,775.474446156712,-229.874446156712
304.19,119.29,3,0.15,1,0,0,0,0,0,311.086559477656,-6.89655947765567
16.09,16.94,1,0.05,0,0,1,0,0,0,-33.1808938202013,49.2708938202013
210.98,210.98,1,0,0,0,0,0,1,0,256.593219012904,-45.6132190129042
22.33,22.33,1,0,0,0,0,0,1,0,-23.7169529123336,46.0469529123337
77.52,86.13,1,0.1,0,0,0,1,0,0,53.2529424784761,24.2670575215239
93.54,98.46,1,0.05,0,1,0,0,0,0,87.947572733445,5.59242726655496
55.53,55.53,1,0,0,0,0,0,1,0,25.6140712483761,29.9159287516239
10.69,10.69,1,0,0,0,0,0,0,0,-33.3755621487975,44.0655621487975
137.38,144.61,1,0.05,0,0,0,0,1,0,148.883701361056,-11.5037013610563
73.56,77.43,1,0.05,0,0,0,1,0,0,49.417882306695,24.142117693305
17.13,17.13,1,0,0,0,1,0,0,0,-23.8065321609972,40.9365321609972
79.82,93.91,1,0.15,1,0,0,0,0,0,43.4615201917526,36.3584798082474
296.46,312.06,1,0.05,1,0,0,0,0,0,385.789072771539,-89.3290727715394
6.92,7.28,1,0.05,0,0,1,0,0,0,-47.5344388019018,54.4544388019018
591.78,591.78,1,0,0,0,0,0,1,0,822.414122639358,-230.634122639358
117.6,49,3,0.2,0,1,0,0,0,0,217.093648595473,-99.4936485954732
49.08,24.54,2,0,0,0,0,0,0,1,102.160571591335,-53.0805715913354
81.2,28.49,3,0.05,0,0,0,1,0,0,206.61274943525,-125.41274943525
1132.56,1617.95,1,0.3,1,0,0,0,0,0,2280.71713237256,-1148.15713237256
14.43,15.19,1,0.05,0,0,0,0,1,0,-43.4181404124093,57.8481404124093
16.36,8.61,2,0.05,0,1,0,0,0,0,69.3985496824454,-53.0385496824454
68.04,75.6,1,0.1,1,0,0,0,0,0,25.3472087493565,42.6927912506435
211.08,105.54,2,0,0,1,0,0,0,0,222.516383549694,-11.4363835496936
545.13,181.71,3,0,0,0,0,1,0,0,443.370443242449,101.759556757551
1102.06,1224.51,1,0.1,1,0,0,0,0,0,1732.48296081204,-630.422960812039
7.26,1.91,4,0.05,0,0,1,0,0,0,289.356743935952,-282.096743935952
44.56,31.83,2,0.3,0,0,0,0,0,0,58.44032132511,-13.88032132511
42.47,42.47,1,0,0,1,0,0,0,0,13.8455206170867,28.6244793829133
110.23,110.23,1,0,0,0,0,0,1,0,106.891391175811,3.33860882418945
15.34,16.15,1,0.05,0,0,0,0,0,1,-34.3547344553508,49.6947344553508
30.56,30.56,1,0,0,0,0,0,0,0,-3.85124136345704,34.411241363457
121.81,121.81,1,0,0,1,0,0,0,0,131.734781367409,-9.92478136740939
287.1,337.77,1,0.15,1,0,0,0,0,0,405.806807897496,-118.706807897496
41.93,46.59,1,0.1,0,0,0,0,0,1,1.78323129636498,40.146768703635
75.93,79.93,1,0.05,0,1,0,0,0,0,60.4143234051935,15.5156765948065
700.62,700.62,1,0,1,0,0,0,0,0,972.232405915528,-271.612405915528
110.08,115.87,1,0.05,0,0,0,0,1,0,106.179676229165,3.90032377083521
287.6,287.6,1,0,1,0,0,0,0,0,358.536634865638,-70.9366348656382
7.8,1.95,4,0,0,0,1,0,0,0,298.5082244619,-290.7082244619
37.42,37.42,1,0,0,0,0,0,0,1,6.34185579746071,31.0781442025393
19.58,9.79,2,0,0,0,0,0,0,0,80.2439268211406,-60.6639268211406
5.46,2.73,2,0,0,0,0,0,0,1,69.7536548158812,-64.2936548158813
425.52,106.38,4,0,0,0,0,1,0,0,446.396313890651,-20.876313890651
20.61,21.69,1,0.05,0,0,0,0,0,1,-26.1229912670877,46.7329912670877
116.61,116.61,1,0,0,0,0,0,1,0,116.371268710308,0.238731289691614
1168.61,410.04,3,0.05,1,0,0,0,0,0,761.288580553452,407.321419446547
29.92,14.96,2,0,0,0,1,0,0,0,87.9258965473716,-58.0058965473716
34.47,34.47,1,0,0,0,0,0,0,1,1.95852684342174,32.5114731565783
18.28,20.31,1,0.1,0,0,1,0,0,0,-37.2655432501246,55.5455432501246
174.78,174.78,1,0,0,0,0,0,1,0,202.80457218707,-28.02457218707
91.2,91.2,1,0,0,0,0,1,0,0,78.9704158966955,12.2295841033045
8.19,8.19,1,0,0,1,0,0,0,0,-37.0902477030678,45.2802477030678
324.4,381.65,1,0.15,1,0,0,0,0,0,471.006968746049,-146.606968746049
126.7,126.7,1,0,1,0,0,0,0,0,119.459472592801,7.24052740719908
192.85,101.5,2,0.05,0,1,0,0,0,0,207.421406136913,-14.5714061369131
34.33,34.33,1,0,0,0,0,0,0,0,1.75050445238259,32.5794955476174
152.77,152.77,1,0,0,0,0,0,1,0,170.100480567274,-17.3304805672742
18.35,21.59,1,0.15,0,1,0,0,0,0,-44.4556698034178,62.8056698034178
23.43,27.56,1,0.15,0,0,0,0,0,0,-35.5850006998203,59.0150006998203
83.84,41.92,2,0,0,1,0,0,0,0,127.985065564623,-44.1450655646227
69.26,40.74,2,0.15,0,0,0,0,1,0,91.3186306075495,-22.0586306075495
23.02,23.02,1,0,0,0,1,0,0,0,-15.0547329951363,38.0747329951363
88.51,88.51,1,0,0,0,0,0,1,0,74.6182030803101,13.8917969196899
118.8,118.8,1,0,1,0,0,0,0,0,107.721066241307,11.0789337586933
55.05,57.95,1,0.05,0,0,0,1,0,0,20.4730524678207,34.5769475321793
7.07,7.07,1,0,0,0,0,0,0,1,-38.7544268313809,45.8244268313809
11.57,12.18,1,0.05,0,0,0,0,0,0,-40.253655115532,51.823655115532
3.74,3.74,1,0,0,0,1,0,0,0,-43.7023879896689,47.442387989669
200.75,200.75,1,0,1,0,0,0,0,0,229.488458710288,-28.7384587102876
60.06,63.22,1,0.05,0,1,0,0,0,0,35.5853651604507,24.4746348395493
138.05,162.41,1,0.15,0,1,0,0,0,0,164.78513809752,-26.7351380975204
23.94,6.65,4,0.1,0,0,0,0,0,1,287.307742189769,-263.367742189769
11.73,11.73,1,0,0,0,0,0,0,0,-31.830252958221,43.560252958221
129.29,50.7,3,0.15,1,0,0,0,0,0,209.170446610695,-79.8804466106954
17.55,17.55,1,0,0,1,0,0,0,0,-23.1824649878797,40.7324649878797
30.93,16.28,2,0.05,0,0,0,0,0,0,80.7952049629467,-49.8652049629467
8.7,9.16,1,0.05,0,0,1,0,0,0,-44.7409952650905,53.4409952650905
50.78,50.78,1,0,0,0,0,1,0,0,18.9113798552531,31.8686201447469
293.38,102.94,3,0.05,1,0,0,0,0,0,304.976607066887,-11.5966070668871
238.04,119.02,2,0,0,0,0,1,0,0,235.264212514091,2.77578748590909
24.7,30.87,1,0.2,0,1,0,0,0,0,-39.758802583046,64.458802583046
16.61,16.61,1,0,0,0,0,0,0,0,-24.5791867562854,41.1891867562854
260.72,306.73,1,0.15,0,0,0,1,0,0,371.944750230209,-111.224750230209
91.05,91.05,1,0,0,0,0,0,1,0,78.3923236034487,12.6576763965513
7.47,7.47,1,0,0,0,1,0,0,0,-38.1600771426976,45.6300771426976
17.45,19.39,1,0.1,0,1,0,0,0,0,-38.632547534096,56.082547534096
11.06,13.01,1,0.15,0,0,0,0,0,1,-57.2044706256735,68.2644706256735
25.71,27.06,1,0.05,0,0,1,0,0,0,-18.1438466965151,43.8538466965151
451.78,451.78,1,0,0,0,0,1,0,0,614.746942760211,-162.966942760211
203.91,203.91,1,0,1,0,0,0,0,0,234.183821250885,-30.2738212508852
6.28,6.61,1,0.05,0,0,0,0,0,1,-48.5299745304463,54.8099745304463
352.59,251.85,2,0.3,0,0,0,0,1,0,377.725400881113,-25.135400881113
25.34,12.67,2,0,0,1,0,0,0,0,84.52324457966,-59.18324457966
112.94,56.47,2,0,0,0,0,1,0,0,142.322779946248,-29.3827799462477
8.59,8.59,1,0,0,0,0,0,0,0,-36.4958980143846,45.0858980143846
272.98,321.15,1,0.15,1,0,0,0,0,0,381.111578332707,-108.131578332707
61.66,61.66,1,0,0,0,0,0,1,0,34.7224802274469,26.9375197725531
41.13,43.29,1,0.05,0,0,0,0,1,0,-1.66507478241095,42.795074782411
54.62,20.23,3,0.1,0,0,1,0,0,0,192.52913835109,-137.90913835109
25.27,29.73,1,0.15,0,0,0,0,0,0,-32.3606536387136,57.6306536387136
135.45,135.45,1,0,0,0,0,0,0,0,152.002105751508,-16.5521057515082
10.94,12.16,1,0.1,0,0,0,0,0,0,-49.3754181570458,60.3154181570458
82.24,96.75,1,0.15,0,1,0,0,0,0,67.2226367001649,15.0173632998351
163.55,45.43,4,0.1,0,0,0,0,1,0,337.292977803391,-173.742977803391
10.35,10.89,1,0.05,0,0,0,0,1,0,-49.8073995657542,60.1573995657542
10.44,5.22,2,0,0,0,0,0,0,1,73.4534816279345,-63.0134816279345
43.12,15.97,3,0.1,0,0,0,0,0,1,186.199314166613,-143.079314166613
41.51,43.69,1,0.05,0,0,0,0,0,0,6.56624161049103,34.943758389509
69.22,69.22,1,0,1,0,0,0,0,0,34.0514223290179,35.1685776709821
48.98,24.49,2,0,0,0,1,0,0,0,102.08627788025,-53.10627788025
166.98,175.77,1,0.05,0,0,0,1,0,0,195.538753269472,-28.558753269472
2.77,1.46,2,0.05,0,0,1,0,0,0,58.7745489972323,-56.0045489972323
23.56,24.8,1,0.05,0,0,0,1,0,0,-28.7836779818036,52.3436779818036
52.89,75.56,1,0.3,1,0,0,0,0,0,-11.0804084478303,63.9704084478303
15.96,15.96,1,0,0,0,1,0,0,0,-25.5450050003957,41.5050050003957
12.73,18.19,1,0.3,0,0,0,0,0,1,-76.7837788284642,89.5137788284642
10.74,10.74,1,0,0,0,0,0,0,1,-33.3012684377121,44.0412684377121
76.05,80.05,1,0.05,1,0,0,0,0,0,41.0513945930373,34.9986054069627
28.37,11.82,3,0.2,0,0,0,0,0,1,161.848845032365,-133.478845032365
93.24,31.08,3,0,0,0,0,0,0,0,226.834964770782,-133.594964770782
16.04,22.91,1,0.3,0,0,0,1,0,0,-77.0522080462301,93.0922080462301
22.58,26.57,1,0.15,0,0,1,0,0,0,-37.0560161793113,59.6360161793113
13.93,16.39,1,0.15,0,0,0,0,1,0,-59.8191824605188,73.7491824605188
354.52,354.52,1,0,1,0,0,0,0,0,457.971337782346,-103.451337782346
37.61,37.61,1,0,0,0,0,1,0,0,-0.657583644642945,38.2675836446429
5.35,5.35,1,0,0,0,0,0,0,0,-41.3101304927189,46.6601304927189
6.77,6.77,1,0,0,0,1,0,0,0,-39.2001890978933,45.9701890978933
56.1,59.05,1,0.05,0,1,0,0,0,0,29.3892696559278,26.7107303440722
4.31,4.54,1,0.05,0,0,0,0,0,1,-51.6057341693821,55.9157341693821
14.7,14.7,1,0,0,0,0,0,0,1,-27.4172065197479,42.1172065197479
219.34,219.34,1,0,1,0,0,0,0,0,257.110860491842,-37.7708604918417
231.24,231.24,1,0,1,0,0,0,0,0,274.792763730168,-43.5527637301683
62.36,73.37,1,0.15,0,0,0,0,0,0,32.482897396629,29.877102603371
31.32,10.44,3,0,0,0,0,0,0,1,196.166520834726,-164.846520834726
324.49,120.18,3,0.1,0,0,0,0,0,0,341.042266810817,-16.5522668108168
30.96,17.2,2,0.1,0,0,0,0,0,1,73.0701636898386,-42.1101636898386
45.87,48.28,1,0.05,0,0,0,0,0,0,13.3864042881313,32.4835957118687
156.57,52.19,3,0,0,0,0,0,1,0,250.564802886822,-93.9948028868218
236.37,78.79,3,0,1,0,0,0,0,0,278.184790169715,-41.8147901697155
70.79,78.66,1,0.1,1,0,0,0,0,0,29.8939838677834,40.8960161322167
89.24,93.94,1,0.05,0,0,0,0,1,0,73.5944545471056,15.6455454528944
51.57,54.28,1,0.05,0,0,0,0,0,1,22.3016496183801,29.2683503816199
4.09,4.81,1,0.15,0,0,0,0,0,0,-69.3886392436801,73.4786392436801
31.62,31.62,1,0,0,0,0,0,0,0,-2.27621468844643,33.8962146884464
23.3,23.3,1,0,0,0,0,0,0,0,-14.638688213058,37.938688213058
393.29,393.29,1,0,1,0,0,0,0,0,515.57868135797,-122.28868135797
33.87,33.87,1,0,0,0,0,0,1,0,-6.56996439382189,40.4399643938219
15.7,19.63,1,0.2,0,0,0,1,0,0,-63.7417843792735,79.4417843792735
4.9,4.9,1,0,0,0,0,0,0,0,-41.9787738924875,46.8787738924875
8.45,9.94,1,0.15,0,0,0,0,0,0,-61.7661044863174,70.2161044863174
6.73,6.73,1,0,0,0,0,0,0,1,-39.2596240667617,45.9896240667617
11.64,11.64,1,0,0,1,0,0,0,0,-31.9639816381748,43.6039816381748
95.91,50.48,2,0.05,0,0,0,1,0,0,124.330347801136,-28.4203478011364
99.48,110.53,1,0.1,0,0,0,1,0,0,89.5082734881543,9.97172651184567
60.73,60.73,1,0,0,0,0,0,0,1,40.9775839054771,19.7524160945229
346.34,346.34,1,0,0,0,0,1,0,0,458.076364823307,-111.736364823307
306.08,153.04,2,0,1,0,0,0,0,0,273.554175362068,32.5258246379316
1.9,1.9,1,0,0,0,1,0,0,0,-46.4363965576119,48.3363965576119
689.18,725.45,1,0.05,0,0,0,1,0,0,1012.29409545799,-323.114095457994
260.29,260.29,1,0,1,0,0,0,0,0,317.957409870789,-57.6674098707894
386.66,386.66,1,0,0,0,0,0,1,0,517.631602282588,-130.971602282588
68.69,85.86,1,0.2,0,0,0,0,1,0,34.3124541644651,34.3775458355349
281.52,296.34,1,0.05,0,0,0,1,0,0,374.690608180821,-93.1706081808206
136.58,68.29,2,0,0,0,0,0,1,0,159.530602086847,-22.9506020868472
347.89,366.2,1,0.05,1,0,0,0,0,0,466.234303134817,-118.344303134817
299.78,111.03,3,0.1,0,0,0,1,0,0,320.164762137959,-20.3847621379592
392.1,130.7,3,0,1,0,0,0,0,0,355.316521018584,36.7834789814158
180,200,1,0.1,0,0,0,1,0,0,222.44944010438,-42.4494401043803
4.38,4.38,1,0,0,0,0,0,0,0,-42.7514284877757,47.1314284877757
138.52,69.26,2,0,0,0,0,1,0,0,161.327111241895,-22.8071112418946
42.38,52.97,1,0.2,0,0,0,0,0,0,-6.92098228329642,49.3009822832964
101.97,101.97,1,0,0,0,0,1,0,0,94.973281264492,6.996718735508
17.94,8.97,2,0,0,1,0,0,0,0,79.02550995934,-61.08550995934
125.6,125.6,1,0,1,0,0,0,0,0,117.825010948922,7.77498905107802
10.17,10.71,1,0.05,0,1,0,0,0,0,-42.4378902214429,52.6078902214429
41.98,20.99,2,0,0,1,0,0,0,0,96.8857181042716,-54.9057181042716
27.77,27.77,1,0,0,0,0,0,1,0,-15.6337971462414,43.4037971462414
75.47,26.48,3,0.05,0,0,0,0,0,1,210.907897793845,-135.437897793845
104.33,115.92,1,0.1,0,0,0,0,1,0,97.1619243831706,7.16807561682943
21.84,24.27,1,0.1,0,0,0,0,1,0,-39.0184480363791,60.8584480363791
135.8,33.95,4,0,0,1,0,0,0,0,346.05619955656,-210.25619955656
44.49,44.49,1,0,0,0,0,0,1,0,9.21001984071842,35.2799801592816
11.77,13.08,1,0.1,0,0,0,0,0,0,-48.0084138730743,59.7784138730743
328.84,328.84,1,0,1,0,0,0,0,0,419.814087768881,-90.9740877688814
31.15,31.15,1,0,0,0,1,0,0,0,-2.97457557264924,34.1245755726492
789.76,789.76,1,0,1,0,0,0,0,0,1104.68323403859,-314.92323403859
64.12,80.15,1,0.2,0,0,0,1,0,0,26.1833235185023,37.9366764814978
64.4,75.77,1,0.15,0,0,0,1,0,0,28.7672399845003,35.6327600154997
16.35,16.35,1,0,0,0,0,0,0,1,-24.9655140539295,41.3155140539295
8.51,9.46,1,0.1,0,0,1,0,0,0,-53.3872785556577,61.8972785556577
3.31,1.84,2,0.1,0,0,1,0,0,0,50.2471356444018,-46.9371356444018
24.18,24.18,1,0,0,0,0,0,0,0,-13.3311188979549,37.5111188979549
96.42,96.42,1,0,0,0,0,0,1,0,86.3714681740213,10.0485318259787
220.05,244.5,1,0.1,1,0,0,0,0,0,276.311364795859,-56.2613647958589
76.34,80.36,1,0.05,0,0,0,1,0,0,53.7714937762998,22.5685062237002
37.81,37.81,1,0,0,0,1,0,0,0,6.92134674392688,30.8886532560731
261.84,130.92,2,0,0,0,0,1,0,0,252.946115752418,8.89388424758238
540.59,600.66,1,0.1,1,0,0,0,0,0,805.520327599424,-264.930327599424
421.79,156.22,3,0.1,0,1,0,0,0,0,394.593173761178,27.1968262388225
182.98,228.73,1,0.2,0,0,0,1,0,0,246.954515379895,-63.9745153798955
145.83,145.83,1,0,0,1,0,0,0,0,167.425480172839,-21.5954801728386
355.54,197.52,2,0.1,0,0,0,1,0,0,333.72124780402,21.8187521959805
56.68,14.17,4,0,0,1,0,0,0,0,316.665607451173,-259.985607451173
50.3,17.65,3,0.05,0,1,0,0,0,0,197.787628416162,-147.487628416162
120.05,120.05,1,0,1,0,0,0,0,0,109.578409018442,10.4715909815581
30.6,6.12,5,0,0,0,1,0,0,0,419.661095735898,-389.061095735898
47.81,53.12,1,0.1,0,0,0,0,1,0,3.84902325990029,43.9609767400997
43.84,43.84,1,0,0,0,0,0,0,0,15.8811683008269,27.9588316991731
13.27,13.97,1,0.05,0,0,0,0,0,0,-37.5939402586745,50.8639402586744
162.95,181.05,1,0.1,0,0,0,1,0,0,194.292123603011,-31.3421236030113
48.05,48.05,1,0,0,0,0,0,0,1,22.1366987742181,25.9133012257819
5.2,2.6,2,0,0,0,1,0,0,0,69.5604911670592,-64.3604911670592
95.15,50.08,2,0.05,1,0,0,0,0,0,111.47651993792,-16.3265199379202
1068.8,763.43,2,0.3,1,0,0,0,0,0,1125.96466820801,-57.1646682080129
36.76,36.76,1,0,0,0,0,0,1,0,-2.2757878930854,39.0357878930854
13.19,13.19,1,0,0,1,0,0,0,0,-29.6608765945272,42.8508765945272
8.98,5.61,2,0.2,0,0,1,0,0,0,37.6647903460822,-28.6847903460822
63.5,30.24,3,0.3,0,0,0,0,1,0,163.397590377851,-99.8975903778508
620.73,217.8,3,0.05,0,0,0,1,0,0,487.903598346815,132.826401653185
142.52,142.52,1,0,0,0,0,1,0,0,155.225480954756,-12.7054809547565
25.2,28,1,0.1,0,0,0,0,1,0,-33.4761371894078,58.6761371894078
317.97,334.71,1,0.05,1,0,0,0,0,0,419.444123893228,-101.474123893228
4.07,4.07,1,0,0,0,1,0,0,0,-43.2120494965053,47.2820494965053
97.22,121.53,1,0.2,1,0,0,0,0,0,75.4093206382514,21.8106793617486
25.84,12.92,2,0,0,0,1,0,0,0,84.894713135087,-59.054713135087
405.12,405.12,1,0,1,0,0,0,0,0,533.156573400777,-128.036573400777
49.2,51.79,1,0.05,0,0,0,0,1,0,10.9648561021081,38.2351438978919
518.46,518.46,1,0,1,0,0,0,0,0,701.565557689176,-183.105557689176
211.67,249.02,1,0.15,0,0,0,1,0,0,286.194948895433,-74.524948895433
57.41,63.79,1,0.1,0,0,0,0,0,0,27.3402679097447,30.0697320902553
369.69,369.69,1,0,1,0,0,0,0,0,480.512049725658,-110.822049725658
85.44,42.72,2,0,0,0,0,1,0,0,121.892009397761,-36.452009397761
72.86,72.86,1,0,0,1,0,0,0,0,59.0012382147967,13.8587617852033
106.38,25.03,5,0.15,0,0,0,1,0,0,413.201085052932,-306.821085052932
108.96,36.32,3,0,0,0,0,1,0,0,227.339190148304,-118.379190148304
74.34,37.17,2,0,0,0,0,0,0,1,120.927163011509,-46.5871630115091
1504.06,835.59,2,0.1,1,0,0,0,0,0,1269.55353427479,234.50646572521
68.82,72.44,1,0.05,1,0,0,0,0,0,29.7438917658384,39.0761082341616
118.52,59.26,2,0,0,0,0,1,0,0,146.468369024813,-27.9483690248133
13.36,14.06,1,0.05,0,0,1,0,0,0,-37.4602115787207,50.8202115787207
145.07,56.89,3,0.15,0,0,0,0,0,1,237.90924176183,-92.8392417618299
23.72,23.72,1,0,0,0,0,0,0,0,-14.0146210399406,37.7346210399406
23.65,23.65,1,0,0,0,1,0,0,0,-14.1186322354602,37.7686322354602
94.25,52.36,2,0.1,0,0,0,0,0,1,125.313501325096,-31.0635013250962
28.69,40.99,1,0.3,0,1,0,0,0,0,-42.905846573519,71.595846573519
488.36,488.36,1,0,1,0,0,0,0,0,656.840743615761,-168.480743615761
55.47,58.39,1,0.05,0,1,0,0,0,0,28.4085926696005,27.0614073303995
119.42,59.71,2,0,0,1,0,0,0,0,154.41876796881,-34.9987679688102
79.15,20.83,4,0.05,0,0,0,0,0,0,317.469484210669,-238.319484210669
26.91,26.91,1,0,0,0,0,0,0,0,-9.27468227269169,36.1846822726917
20.52,22.8,1,0.1,0,0,0,0,0,0,-33.5657164380713,54.0857164380713
54.92,54.92,1,0,0,1,0,0,0,0,32.3446546773529,22.5753453226471
15.84,15.84,1,0,0,0,0,0,0,1,-25.7233099070006,41.5633099070006
43.14,43.14,1,0,0,0,0,1,0,0,7.55930080140299,35.580699198597
497.25,165.75,3,0,0,0,0,1,0,0,419.655890663987,77.5941093360129
12.55,7.38,2,0.15,0,0,1,0,0,0,49.3868332755852,-36.8368332755852
23.44,11.72,2,0,0,1,0,0,0,0,83.1116640690373,-59.6716640690373
234.86,260.95,1,0.1,0,0,0,1,0,0,313.01347391749,-78.1534739174904
23.74,29.68,1,0.2,0,0,0,0,1,0,-49.1639596110974,72.9039596110974
11.24,11.24,1,0,0,0,1,0,0,0,-32.558331326858,43.798331326858
395.26,465.01,1,0.15,1,0,0,0,0,0,594.869443867638,-199.609443867638
112.59,112.59,1,0,0,0,0,0,1,0,110.398054339042,2.19194566095825
9.43,3.31,3,0.05,0,0,1,0,0,0,176.480192076868,-167.050192076868
38.42,38.42,1,0,0,0,0,1,0,0,0.545974474940645,37.8740255250594
38.76,12.92,3,0,0,1,0,0,0,0,199.851488904562,-161.091488904562
34.82,17.41,2,0,0,0,0,0,1,0,83.9293216863378,-49.1093216863378
21.38,21.38,1,0,0,1,0,0,0,0,-17.4915667187376,38.8715667187376
75.45,107.78,1,0.3,0,0,0,1,0,0,49.0539371501385,26.3960628498615
3.15,3.5,1,0.1,0,0,1,0,0,0,-62.2430889170381,65.3930889170381
89.62,89.62,1,0,0,0,0,0,0,0,83.9044901706248,5.71550982937518
418.03,440.03,1,0.05,1,0,0,0,0,0,575.936396923528,-157.906396923528
48.06,48.06,1,0,0,1,0,0,0,0,22.1515575164352,25.9084424835648
26.37,31.02,1,0.15,0,0,0,0,0,0,-30.4438758927101,56.8138758927101
170.78,85.39,2,0,0,0,0,1,0,0,185.294262438047,-14.5142624380467
72.41,72.41,1,0,0,0,0,0,1,0,50.6956281108093,21.7143718891907
45.17,45.17,1,0,0,0,0,0,0,1,17.8573810156987,27.3126189843013
169.59,178.52,1,0.05,0,0,0,1,0,0,199.624907379169,-30.0349073791694
12.05,12.68,1,0.05,0,0,1,0,0,0,-39.5107180046779,51.5607180046779
76.95,40.5,2,0.05,0,0,1,0,0,0,116.783078612718,-39.8330786127175
382.99,403.15,1,0.05,1,0,0,0,0,0,521.137355626933,-138.147355626932
30.01,30.01,1,0,0,1,0,0,0,0,-4.6684721853965,34.6784721853965
7.39,7.39,1,0,0,1,0,0,0,0,-38.2789470804343,45.6689470804343
29.36,29.36,1,0,0,1,0,0,0,0,-5.63429042950679,34.9942904295068
119.01,132.23,1,0.1,0,1,0,0,0,0,129.033499643449,-10.0234996434488
11.21,16.01,1,0.3,0,0,0,1,0,0,-87.3047401760161,98.5147401760161
116.31,116.31,1,0,1,0,0,0,0,0,104.021239429254,12.2887605707465
587.6,587.6,1,0,1,0,0,0,0,0,804.298901378076,-216.698901378076
197.57,197.57,1,0,1,0,0,0,0,0,224.763378685256,-27.1933786852557
116.84,116.84,1,0,1,0,0,0,0,0,104.808752766759,12.0312472332412
221.02,232.65,1,0.05,0,0,0,1,0,0,280.05527900023,-59.0352790002301
42.93,45.19,1,0.05,0,1,0,0,0,0,8.79505294305322,34.1349470569468
11.47,11.47,1,0,0,0,1,0,0,0,-32.2165802558652,43.6865802558652
154.9,163.05,1,0.05,1,0,0,0,0,0,164.378954994812,-9.47895499481166
31.6,15.8,2,0,0,0,1,0,0,0,89.1740308936064,-57.5740308936064
693.25,693.25,1,0,1,0,0,0,0,0,961.281512901539,-268.031512901539
36.98,36.98,1,0,0,0,0,0,0,0,5.68807113990911,31.2919288600909
131.58,51.6,3,0.15,0,1,0,0,0,0,230.048967128994,-98.4689671289939
28.32,10.49,3,0.1,0,0,0,0,0,1,178.056723431653,-149.736723431653
1726.71,677.14,3,0.15,1,0,0,0,0,0,1139.98149405753,586.728505942467
30.57,11.99,3,0.15,0,0,1,0,0,0,171.193489207135,-140.623489207135
2298.42,766.14,3,0,1,0,0,0,0,0,1299.5004364608,998.919563539205
33.01,19.42,2,0.15,0,1,0,0,0,0,67.276758904951,-34.266758904951
142.36,149.85,1,0.05,0,0,0,1,0,0,157.024893442797,-14.6648934427974
223.26,279.07,1,0.2,0,0,0,0,1,0,321.398212540692,-98.1382125406919
7.17,7.17,1,0,0,0,1,0,0,0,-38.6058394092101,45.7758394092101
407.82,407.82,1,0,0,0,0,1,0,0,549.427911973922,-141.607911973922
177,59,3,0,0,0,0,0,1,0,260.683606336654,-83.6836063366542
266.44,66.61,4,0,0,0,0,0,1,0,386.947884933328,-120.507884933328
43.23,43.23,1,0,0,0,0,0,0,0,14.9747850255849,28.2552149744151
31.77,39.71,1,0.2,0,0,0,0,1,0,-34.2606411673649,66.0306411673649
402.95,447.72,1,0.1,1,0,0,0,0,0,578.270724131384,-175.320724131384
56.66,56.66,1,0,0,0,0,1,0,0,27.6483202788968,29.0116797211032
19.72,19.72,1,0,0,0,0,0,0,1,-19.9581179267731,39.6781179267731
165.57,206.96,1,0.2,0,0,0,1,0,0,214.60703357331,-49.0370335733097
12.6,2.52,5,0,0,0,0,0,0,1,414.311948537749,-401.711948537749
3.82,3.82,1,0,0,0,0,0,0,1,-43.5835180519323,47.4035180519323
188.94,55.57,4,0.15,0,0,0,0,0,1,350.90466355865,-161.96466355865
